Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount,
"Food/Drink","Fast Food","12/18/2012"," ","DOMINO'S PIZZA","CHECK CRD PURCHASE 12/16 DOMINOS 8515            415-821-9700  CA 434256XXXXXX3671 162352001898785                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$24.20",
"Food/Drink","Fast Food","12/10/2012"," ","PEETS COFFEE AND TEA","CHECK CRD PURCHASE 12/08 PEETS 12902             SAN FRANCISCO CA 434256XXXXXX3671 162343652979375                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$9.10",
"Food/Drink","Fast Food","12/10/2012"," ","THE LITTLE CHIHUAH","CHECK CRD PURCHASE 12/08 THE LITTLE CHIHUAH      SAN FRANCISCO CA 434256XXXXXX3671 082343088685260                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$19.43",
"Food/Drink","Fast Food","12/03/2012"," ","JIMMY JOHN'S","CHECK CRD PURCHASE 11/30 JIMMY JOHNS - 1489      SAN FRANCISCO CA 434256XXXXXX3671 282335731926016                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.00",
"Food/Drink","Fast Food","12/03/2012"," ","KING FOOT SUBS","POS PURCHASE -      KING FOOT SUBS           SAN FRANCISCOCA 3671 00000000842779910                          ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$27.15",
"Food/Drink","Fast Food","11/30/2012"," ","STARBUCKS","CHECK CRD PURCHASE 11/29 STARBUCKS CORP0000      SAN FRANCISCO CA 434256XXXXXX3671 302334583734178                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$1.95",
"Food/Drink","Fast Food","11/28/2012"," ","CHIPOTLE","CHECK CRD PURCHASE 11/27 CHIPOTLE 1857           SAN FRANCISCO CA 434256XXXXXX3671 002332739543935                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.57",
"Food/Drink","Fast Food","11/27/2012"," ","THE LITTLE CHIHUAH","CHECK CRD PURCHASE 11/26 THE LITTLE CHIHUAH      SAN FRANCISCO CA 434256XXXXXX3671 082331068616940                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$19.43",
"Food/Drink","Fast Food","11/26/2012"," ","TACO BELL","CHECK CRD PURCHASE 11/25 TACO BELL 24283         san luis obis CA 434256XXXXXX3671 162330305048607                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$16.85",
"Food/Drink","Fast Food","11/19/2012"," ","CHIPOTLE","CHECK CRD PURCHASE 11/16 CHIPOTLE 0839           SAN FRANCISCO CA 434256XXXXXX3671 282321743382656                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.57",
"Food/Drink","Fast Food","11/19/2012"," ","JIMMY JOHN'S","CHECK CRD PURCHASE 11/15 JIMMY JOHNS - 1489      SAN FRANCISCO CA 434256XXXXXX3671 162320749923734                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.00",
"Food/Drink","Fast Food","11/15/2012"," ","IN-N-OUT BURGER","CHECK CRD PURCHASE 11/13 IN-N-OUT BURGER 00      ONTARIO       CA 434256XXXXXX3671 282318801171901                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.21",
"Food/Drink","Fast Food","11/15/2012"," ","STARBUCKS","CHECK CRD PURCHASE 11/14 STARBUCKS TEMP3128      OAKLAND       CA 434256XXXXXX3671 082319512386405                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$4.65",
"Food/Drink","Fast Food","11/13/2012"," ","JIMMY JOHN'S","CHECK CRD PURCHASE 11/08 JIMMY JOHNS - 1489      SAN FRANCISCO CA 434256XXXXXX3671 282313713462318                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.00",
"Food/Drink","Fast Food","11/13/2012"," ","PASTA MOTO SAN","CHECK CRD PURCHASE 11/10 PASTA MOTO SAN0000      SAN FRANCISCO CA 434256XXXXXX3671 002316106987157                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$12.42",
"Food/Drink","Fast Food","11/13/2012"," ","THE LITTLE CHIHUAH","CHECK CRD PURCHASE 11/08 THE LITTLE CHIHUAH      SAN FRANCISCO CA 434256XXXXXX3671 002313132359969                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$17.91",
"Food/Drink","Fast Food","11/05/2012"," ","THE LITTLE CHIHUAH","CHECK CRD PURCHASE 11/02 THE LITTLE CHIHUAH      SAN FRANCISCO CA 434256XXXXXX3671 002306860028056                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$19.43",
"Food/Drink","Fast Food","10/31/2012"," ","JIMMY JOHN'S","CHECK CRD PURCHASE 10/29 JIMMY JOHNS - 1489      SAN FRANCISCO CA 434256XXXXXX3671 082303673306442                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.50",
"Food/Drink","Fast Food","10/25/2012"," ","STARBUCKS","CHECK CRD PURCHASE 10/23 STARBUCKS CORP0000      SAN FRANCISCO CA 434256XXXXXX3671 382297548446211                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$4.90",
"Food/Drink","Fast Food","10/23/2012"," ","THE LITTLE CHIHUAH","CHECK CRD PURCHASE 10/22 THE LITTLE CHIHUAH      SAN FRANCISCO CA 434256XXXXXX3671 002294112305130                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$25.94",
"Food/Drink","Fast Food","10/22/2012"," ","JIMMY JOHN'S","CHECK CRD PURCHASE 10/18 JIMMY JOHNS - 1489      SAN FRANCISCO CA 434256XXXXXX3671 282292675913300                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.50",
"Food/Drink","Fast Food","10/22/2012"," ","LEE'S DELI","CHECK CRD PURCHASE 10/19 LEE'S DELI - 615 M      SAN FRANCISCO CA 434256XXXXXX3671 002293681069811                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.05",
"Food/Drink","Fast Food","10/22/2012"," ","STARBUCKS","CHECK CRD PURCHASE 10/19 STARBUCKS CORP0000      SAN FRANCISCO CA 434256XXXXXX3671 582293533663261                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$4.90",
"Food/Drink","Fast Food","10/19/2012"," ","STARBUCKS TEMP","CHECK CRD PURCHASE 10/17 STARBUCKS TEMP3128      OAKLAND       CA 434256XXXXXX3671 162291519541548                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$2.38",
"Food/Drink","Fast Food","10/19/2012"," ","TACO BELL","CHECK CRD PURCHASE 10/17 TACO BELL 410           OAKLAND       CA 434256XXXXXX3671 082291767946160                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.60",
"Food/Drink","Fast Food","10/17/2012"," ","CHIPOTLE","CHECK CRD PURCHASE 10/16 CHIPOTLE 0839           SAN FRANCISCO CA 434256XXXXXX3671 282290705164746                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.57",
"Food/Drink","Fast Food","10/16/2012"," ","THE LITTLE CHIHUAH","CHECK CRD PURCHASE 10/15 THE LITTLE CHIHUAH      SAN FRANCISCO CA 434256XXXXXX3671 282287090152186                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$21.05",
"Food/Drink","Fast Food","10/15/2012"," ","AB CROCKER GALLERI","CHECK CRD PURCHASE 10/12 AB CROCKER GALLERI      SAN FRANCISCO CA 434256XXXXXX3671 282286682332699                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.25",
"Food/Drink","Fast Food","10/11/2012"," ","JIMMY JOHN'S","CHECK CRD PURCHASE 10/09 JIMMY JOHNS - 1489      SAN FRANCISCO CA 434256XXXXXX3671 002283677569607                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.50",
"Food/Drink","Fast Food","10/10/2012"," ","BAY BURGER","CHECK CRD PURCHASE 10/08 BAY BURGER              EMERYVILLE    CA 434256XXXXXX3671 282282653580838                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.06",
"Food/Drink","Fast Food","10/09/2012"," ","JIMMY JOHN'S","CHECK CRD PURCHASE 10/05 JIMMY JOHNS - 1489      SAN FRANCISCO CA 434256XXXXXX3671 162279723864538                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.50",
"Food/Drink","Fast Food","10/09/2012"," ","PEETS COFFEE AND TEA","CHECK CRD PURCHASE 10/06 PEETS 12902             SAN FRANCISCO CA 434256XXXXXX3671 002280609481026                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$4.25",
"Food/Drink","Fast Food","10/09/2012"," ","STARBUCKS","CHECK CRD PURCHASE 10/08 STARBUCKS CORP0000      SAN FRANCISCO CA 434256XXXXXX3671 462282545388598                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$4.90",
"Food/Drink","Fast Food","10/09/2012"," ","THE LITTLE CHIHUAH","CHECK CRD PURCHASE 10/07 THE LITTLE CHIHUAH      SAN FRANCISCO CA 434256XXXXXX3671 082281132765973                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$19.97",
"Food/Drink","Fast Food","10/04/2012"," ","JIMMY JOHN'S","CHECK CRD PURCHASE 10/02 JIMMY JOHNS - 1489      SAN FRANCISCO CA 434256XXXXXX3671 162276685210583                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.50",
"Food/Drink","Fast Food","10/01/2012"," ","SUBWAY","CHECK CRD PURCHASE 09/28 SUBWAY        0012      SAN FRANCISCO CA 434256XXXXXX3671 302272699055299                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.87",
"Food/Drink","Fast Food","09/28/2012"," ","PLUTOS SF MARINA","CHECK CRD PURCHASE 09/27 PLUTOS SF MARINA        SAN FRANCISCO CA 434256XXXXXX3671 002271051115142                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$18.39",
"Food/Drink","Fast Food","09/28/2012"," ","THE TOASTER OVEN","CHECK CRD PURCHASE 09/26 THE TOASTER OVEN        SAN FRANCISCO CA 434256XXXXXX3671 282270693801194                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.18",
"Food/Drink","Fast Food","09/17/2012"," ","THE LITTLE CHIHUAH","CHECK CRD PURCHASE 09/15 THE LITTLE CHIHUAH      SAN FRANCISCO CA 434256XXXXXX3671 282259139136838                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$20.29",
"Food/Drink","Fast Food","09/14/2012"," ","SUBWAY","CHECK CRD PURCHASE 09/12 SUBWAY        0012      SAN FRANCISCO CA 434256XXXXXX3671 382256689910118                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.87",
"Food/Drink","Fast Food","09/10/2012"," ","CHIPOTLE","CHECK CRD PURCHASE 09/07 CHIPOTLE 1708           SAN LUIS OBIS CA 434256XXXXXX3671 162251717117153                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.08",
"Food/Drink","Fast Food","09/10/2012"," ","IN N OUT","CHECK CRD PURCHASE 09/06 IN-N-OUT BURGERS #      MORGAN HILL   CA 434256XXXXXX3671 162251096384973                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$13.76",
"Food/Drink","Fast Food","09/10/2012"," ","JACK IN THE BOX","CHECK CRD PURCHASE 09/08 JACK IN THE BOX #4      PISMO BEACH   CA 434256XXXXXX3671 082252650670878                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$12.57",
"Food/Drink","Fast Food","09/04/2012"," ","SUBWAY","CHECK CRD PURCHASE 08/30 SUBWAY        0012      SAN FRANCISCO CA 434256XXXXXX3671 302243694708330                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.61",
"Food/Drink","Fast Food","08/31/2012"," ","MIYABI SUSHI","CHECK CRD PURCHASE 08/29 MIYABI SUSHI 2 GO       SAN FRANCISCO CA 434256XXXXXX3671 282242687353888                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.58",
"Food/Drink","Fast Food","08/31/2012"," ","STARBUCKS","CHECK CRD PURCHASE 08/30 STARBUCKS CORP0000      SAN FRANCISCO CA 434256XXXXXX3671 582243547131828                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$1.95",
"Food/Drink","Fast Food","08/28/2012"," ","CHIPOTLE","CHECK CRD PURCHASE 08/27 CHIPOTLE 0839           SAN FRANCISCO CA 434256XXXXXX3671 002240698254384                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.57",
"Food/Drink","Fast Food","08/27/2012"," ","STARBUCKS","CHECK CRD PURCHASE 08/24 STARBUCKS CORP0000      SAN FRANCISCO CA 434256XXXXXX3671 382237605056470                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$1.95",
"Food/Drink","Fast Food","08/27/2012"," ","SUBWAY","CHECK CRD PURCHASE 08/24 SUBWAY        0012      SAN FRANCISCO CA 434256XXXXXX3671 302237723804492                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.49",
"Food/Drink","Fast Food","08/20/2012"," ","DOMINO'S PIZZA","CHECK CRD PURCHASE 08/17 DOMINOS 8515            415-821-9700  CA 434256XXXXXX3671 002231049130655                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$24.20",
"Food/Drink","Fast Food","08/20/2012"," ","STARBUCKS","CHECK CRD PURCHASE 08/17 STARBUCKS CORP0000      SAN FRANCISCO CA 434256XXXXXX3671 582230512493315                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$4.90",
"Food/Drink","Fast Food","08/17/2012"," ","PASILLA","CHECK CRD PURCHASE 08/16 PASILLA INC.            SAN FRANCISCO CA 434256XXXXXX3671 082229686594588                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.58",
"Food/Drink","Fast Food","08/17/2012"," ","SUBWAY","CHECK CRD PURCHASE 08/15 SUBWAY        0012      SAN FRANCISCO CA 434256XXXXXX3671 382228760281914                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.44",
"Food/Drink","Fast Food","08/14/2012"," ","STARBUCKS","CHECK CRD PURCHASE 08/13 STARBUCKS CORP0000      SAN FRANCISCO CA 434256XXXXXX3671 582226543261881                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$1.95",
"Food/Drink","Fast Food","08/10/2012"," ","LEE'S DELI","CHECK CRD PURCHASE 08/09 LEE'S DELI - 615 M      SAN FRANCISCO CA 434256XXXXXX3671 082222692160801                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.05",
"Food/Drink","Fast Food","08/08/2012"," ","SUBWAY","CHECK CRD PURCHASE 08/06 SUBWAY        0012      SAN FRANCISCO CA 434256XXXXXX3671 302219669342226                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.51",
"Food/Drink","Fast Food","08/06/2012"," ","GRAIN D`OR SHERATO","CHECK CRD PURCHASE 08/02 GRAIN D`OR SHERATO      SAN FRANCISCO CA 434256XXXXXX3671 082215692797064                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$9.98",
"Food/Drink","Fast Food","08/02/2012"," ","DOMINO'S PIZZA","CHECK CRD PURCHASE 07/31 DOMINOS 7764            415-821-9700  CA 434256XXXXXX3671 002214137664043                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$16.81",
"Food/Drink","Fast Food","08/01/2012"," ","MC DONALD'S","CHECK CRD PURCHASE 07/30 MCDONALD'S F3171        SAN FRANCISCO CA 434256XXXXXX3671 162212685200474                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$9.74",
"Food/Drink","Fast Food","08/01/2012"," ","STARBUCKS","CHECK CRD PURCHASE 07/31 STARBUCKS CORP0000      SAN FRANCISCO CA 434256XXXXXX3671 382213521126379                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$4.90",
"Food/Drink","Fast Food","07/30/2012"," ","PEETS COFFEE AND TEA","CHECK CRD PURCHASE 07/28 PEETS 12902             SAN FRANCISCO CA 434256XXXXXX3671 282210644841837                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$15.95",
"Food/Drink","Fast Food","07/25/2012"," ","BISTRO BURGER BUSH","CHECK CRD PURCHASE 07/24 BISTRO BURGER BUSH      SAN FRANCISCO CA 434256XXXXXX3671 162206685583115                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$12.29",
"Food/Drink","Fast Food","07/25/2012"," ","NEW ASIAN CHINESE","CHECK CRD PURCHASE 07/23 NEW ASIAN CHINESE       SAN FRANCISCO CA 434256XXXXXX3671 162205678849725                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.96",
"Food/Drink","Fast Food","07/23/2012"," ","NEW ASIAN CHINESE","CHECK CRD PURCHASE 07/20 NEW ASIAN CHINESE       SAN FRANCISCO CA 434256XXXXXX3671 282202667599003                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.96",
"Food/Drink","Fast Food","07/19/2012"," ","CHIPOTLE","CHECK CRD PURCHASE 07/18 CHIPOTLE 0839           SAN FRANCISCO CA 434256XXXXXX3671 282200665663235                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.57",
"Food/Drink","Fast Food","07/19/2012"," ","SUBWAY","CHECK CRD PURCHASE 07/17 SUBWAY        0012      SAN FRANCISCO CA 434256XXXXXX3671 382199712184261                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.60",
"Food/Drink","Fast Food","07/18/2012"," ","BAJA FRESH","CHECK CRD PURCHASE 07/16 BAJA FRESH 476          SAN CARLOS    CA 434256XXXXXX3671 082198714204361                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.15",
"Food/Drink","Fast Food","07/16/2012"," ","DEBIT CRD PUR INTL 07 14 BURGUER KING","DEBIT CRD PUR INTL 07/14 BURGUER KING            MALAGA        ES 434256XXXXXX3671 852197160192271                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$11.09",
"Food/Drink","Fast Food","07/03/2012"," ","MC DONALD'S","CHECK CRD PURCHASE 07/02 MCDONALD'S F17275       CHICAGO       IL 434256XXXXXX3671 082184780611240                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$9.07",
"Food/Drink","Fast Food","06/29/2012"," ","SUBWAY","CHECK CRD PURCHASE 06/27 SUBWAY        0012      SAN FRANCISCO CA 434256XXXXXX3671 582179739494419                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.51",
"Food/Drink","Fast Food","06/25/2012"," ","HIGH STREET DELI","CHECK CRD PURCHASE 06/21 HIGH STREET DELI        SAN LUIS OBIS CA 434256XXXXXX3671 082173770415276                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$35.27",
"Food/Drink","Fast Food","06/21/2012"," ","SUBWAY","CHECK CRD PURCHASE 06/19 SUBWAY        0012      SAN FRANCISCO CA 434256XXXXXX3671 582171718807704                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.51",
"Food/Drink","Fast Food","06/19/2012"," ","CHIPOTLE","CHECK CRD PURCHASE 06/18 CHIPOTLE 0839           SAN FRANCISCO CA 434256XXXXXX3671 002170677020700                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.57",
"Food/Drink","Fast Food","06/18/2012"," ","IN-N-OUT BURGER","CHECK CRD PURCHASE 06/14 IN-N-OUT BURGER 00      SALINAS       CA 434256XXXXXX3671 082167153787152                               ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$13.15",
"Food/Drink","Fast Food","06/14/2012"," ","AT&T PARK CONCESS","CHECK CRD PURCHASE 06/10 AT&T PARK CONCESS       SAN FRANCISCO CA 434256XXXXXX3671 166240006762962                               ?MCC=5814 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$23.00",
"Food/Drink","Fast Food","06/14/2012"," ","AT&T PARK CONCESS","CHECK CRD PURCHASE 06/10 AT&T PARK CONCESS       SAN FRANCISCO CA 434256XXXXXX3671 166240006762122                               ?MCC=5814 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$19.50",
"Food/Drink","Fast Food","06/08/2012"," ","LEE'S DELI","CHECK CRD PURCHASE 06/07 LEE'S DELI - 615 M      SAN FRANCISCO CA 434256XXXXXX3671 160240005860999                               ?MCC=5814 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.05",
"Food/Drink","Fast Food","06/06/2012"," ","IN-N-OUT BURGER","CHECK CRD PURCHASE 06/04 IN N OUT BURGER #257    SAN CARLOS    CA 434256XXXXXX3671 158240003917933                               ?MCC=5814 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.87",
"Food/Drink","Fast Food","06/04/2012"," ","KING FOOT SUBS","POS PURCHASE -      KING FOOT SUBS           SAN FRANCISCOCA 3671 00000031624551155                          ?MCC=5814","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$23.64",
"Food/Drink","Fast Food","06/04/2012"," ","PEETS COFFEE AND TEA","CHECK CRD PURCHASE 06/02 PEETS 12902             SAN FRANCISCO CA 434256XXXXXX3671 155240012352917                               ?MCC=5814 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$17.20",
"Food/Drink","Fast Food","06/01/2012"," ","JACK IN THE BOX","CHECK CRD PURCHASE 05/31 JACK IN THE BOX #0552   SAN FRANCISCO CA 434256XXXXXX3671 153240009803448                               ?MCC=5814 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.22",
